Pub Med ID,Answers,MoA
17119538,The receptor(s) are: AMPA. The subtype(s) are: N/A. The binding mode is: positive allosteric modulator. Therefore the mechanism of action is: AMPA receptor positive allosteric modulator.,Positive Modulator
10463312,The mechanism of action is indirect dopaminergic agonist. The receptor subtype is dopamine.,Positive Modulator
12107618,The receptor(s) are: serotonin-2 (5-HT2). The subtype(s) are: 5-HT2. The binding mode is: antagonist. Therefore the mechanism of action is: 5-HT2 receptor antagonist.,Positive Modulator
12413639,"The drug in this article is donepezil, which is a cholinesterase inhibitor. There is no mention of a specific receptor subtype or binding mode. The mechanism of action of donepezil is to increase the availability of acetylcholine in the brain, which can improve cognitive function.",Positive Modulator
11163779,"The drug(s) being evaluated in the study are hormone replacement therapy, which includes estrogen. The mechanism of action is replacement of estrogen in postmenopausal women with schizophrenia. The receptor subtype(s) are estrogen receptors.",Replacement
21245085,The receptor(s) are: nicotine. The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: nicotine replacement therapy.,Replacement
25143294,The mechanism of action being evaluated is very low nicotine content cigarettes and nicotine replacement. There are no specific receptor subtypes mentioned. The binding mode is replacement. Therefore the mechanism of action is: VLNC cigarettes and nicotine replacement therapy.,Replacement
26995794,"The drugs being evaluated in this study are very low nicotine content (VLNC) cigarettes and transdermal nicotine replacement patches. There is no specific mechanism of action or receptor subtype being evaluated in this study. The binding mode is replacement for both the VLNC cigarettes and the nicotine patches, with the goal of reducing tobacco dependence.",Replacement
22517190,The article does not mention any drugs being evaluated or any specific receptor subtypes or mechanisms of action. The study investigated the effects of very low nicotine cigarettes and nicotine replacement therapy on smoking habits and withdrawal symptoms in smokers with schizophrenia and a control group.,Replacement
17632223,The receptor(s) are: Bupropion and Nicotine. The subtype(s) are: N/A. The binding mode is: combination pharmacotherapy. Therefore the mechanism of action is: combination of bupropion and nicotine replacement therapy.,Replacement
10847313,The receptor(s) are melatonin. The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: melatonin replacement therapy.,Replacement
30299258,The receptor(s) are estrogen receptors. The subtype(s) is selective estrogen receptor modulators. The binding mode is modulation. Therefore the mechanism of action is: raloxifene as a selective estrogen receptor modulator adjunctive therapy.,Replacement
21112185,"There is no specific drug being evaluated in this study, so there are no mechanism of action or receptor subtype(s) to report on in this context.",Replacement
16401651,The receptor(s) are cannabidiol. The subtype(s) are not specified. The binding mode is monotherapy. Therefore the mechanism of action is: cannabidiol as an antipsychotic agent for treatment-resistant schizophrenia.,Replacement
12233984,"The receptor(s) are: nicotinic receptors. The subtype(s) are: N/A. The binding mode is: replacement. Therefore the mechanism of action is: contingent monetary reinforcement of smoking reductions, with and without transdermal nicotine, on cigarette smoking in individuals with schizophrenia.",Replacement
17029303,The receptor(s) are quetiapine (QTP). The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: antipsychotic replacement with quetiapine.,Replacement
2886223,The mechanisms of action being evaluated are chronically administered anticholinergic drugs and amantadine in the management of chronic schizophrenia. The receptors and subtypes involved are not explicitly mentioned in the abstract.,Replacement
18156639,The drug being evaluated is 17beta-estradiol. The receptor subtype(s) are not specified in the abstract. The binding mode is replacement. Therefore the mechanism of action is: 17beta-estradiol replacement therapy.,Replacement
26150070,The receptor is oxytocin. The subtype is N/A. The binding mode is nasal spray administration. Therefore the mechanism of action is: oxytocin nasal spray for improving higher-order social cognition in schizophrenia.,Replacement
14643080,The article does not mention any drugs or chemical reactions being evaluated.,Replacement
7495922,"There is no drug being evaluated in this study, so there is no mechanism of action or receptor subtype to identify.",Replacement
15721993,The receptor(s) are 17beta-estradiol and norethisterone acetate. The subtype(s) are: N/A. The binding mode is: replacement. Therefore the mechanism of action is: estrogen-gestagen replacement therapy.,Replacement
22016254,The receptor(s) are conjugated equine estrogens (CEEs). The subtype(s) are: N/A. The binding mode is replacement. Therefore the mechanism of action is: estrogen replacement therapy with CEEs.,Replacement
17628437,The article does not mention any specific drugs or mechanisms of action being evaluated as it is a study of a behavioral weight management program with food provision in schizophrenia.,Replacement
12957701,"The article does not mention any drugs or chemical reactions being evaluated. The focus is on cognitive mechanisms, psychosocial functioning, and neurocognitive rehabilitation in schizophrenia.",Replacement
18343039,"The drug(s) being evaluated are 17beta-estradiol and norethisterone acetate for replacement therapy and as an adjunct to antipsychotic treatment. The receptor(s) are estrogen, LH, FSH, prolactin, testosterone, and dehydroepiandrosterone sulfate. The subtype(s) are not specified. The binding mode is replacement. Therefore, the mechanism of action is 17beta-estradiol and norethisterone acetate replacement therapy.",Replacement
18374542,"There are no drugs being evaluated in this study, so there are no mechanisms of action or receptor subtypes mentioned.",Replacement
15196604,The mechanism of action is long-acting risperidone therapy. The receptor subtype(s) are dopamine and serotonin receptors.,Replacement
8018584,The article does not mention any drugs or interventions being evaluated. It discusses the effects of haloperidol withdrawal on corticotropin-releasing factor levels in the cerebrospinal fluid in patients with chronic schizophrenia.,Replacement
11072484,"There are no drugs being evaluated in this study, as it focuses on the use of cognitive therapy for the management of chronic schizophrenia. Therefore, there are no mechanisms of action or receptor subtypes to report.",Replacement
19523690,"There are no drugs being evaluated in this study, as it is focused on the short-term impact of environmental supports on functional outcomes and behaviors in individuals with schizophrenia.",Replacement
10087462,"The mechanism of action and receptor subtype(s) are not specified in this article. The study evaluates the effects of benzodiazepine (BZD) hypnotics and zopiclone (ZPC), a nonbenzodiazepine hypnotic, on sleep and psychiatric symptoms in schizophrenia.",Replacement
17467954,"The article does not mention any specific drugs or mechanisms of action. However, it discusses the effects of prolactin-raising and prolactin-sparing antipsychotics on bone mineral density in female patients with schizophrenia. The study evaluates the relationship between medication and endocrine variables on bone density.",Replacement
17076053,There is no drug or chemical intervention being evaluated in this study.,Replacement
17151158,"The article is a cost-effectiveness analysis of different antipsychotic drugs (specifically perphenazine and several second-generation antipsychotics such as olanzapine, quetiapine, risperidone, and ziprasidone) for the treatment of chronic schizophrenia. Therefore, there is no specific mechanism of action or receptor subtype being evaluated. The study is assessing the cost-effectiveness of different medications for treatment of schizophrenia.",Replacement
10831024,"The mechanism of action is GABA-ergic drugs such as valproate. The receptor subtype(s) are GABA receptors. The binding mode is augmentation. Therefore, the mechanism of action is divalproex sodium augmentation therapy.",Replacement
21515531,"There is no drug being evaluated in this article, as it is a survey of general practitioners' attitudes towards prescribing statins in different patient groups. Therefore, there is no mechanism of action or receptor subtype to identify.",Replacement
23358230,There are no drug(s) being evaluated in this study. The study is evaluating the potential impact of electronic cigarettes on smoking reduction and cessation in schizophrenic smokers.,Replacement
1469,"There are no drugs being evaluated in this article, so there are no mechanisms of action or receptor subtypes to identify. The article is focused on a comprehensive system of community treatment for individuals with psychiatric illness as an alternative to hospitalization.",Replacement
25491704,"There is no drug being evaluated in this study, so there are no mechanism of actions or receptor subtypes to report.",Replacement
28610482,"There are no drugs being evaluated in this study. The intervention includes nicotine replacement therapy, but the study primarily focuses on a healthy lifestyle intervention to reduce cardiovascular disease risk behaviors among smokers with psychotic disorders.",Replacement
16571367,"The receptor(s) are dopamine receptors. The subtype(s) are not specified, although aripiprazole is known to act as a partial agonist at D2 and 5-HT1A receptors and an antagonist at 5-HT2A receptors. The binding mode is substitution. Therefore the mechanism of action is: substituting aripiprazole for other antipsychotics to resolve antipsychotic-induced hyperprolactinemia.",Replacement
7916540,There are no drugs being evaluated in this study. The article is focused on evaluating the reliability of the Scale for the Assessment of Negative Symptoms in measuring negative symptoms in schizophrenia.,Replacement
28126031,"There are no drugs being evaluated in this article, as it focuses on a smoking cessation intervention specifically targeted at people with severe mental illness.",Replacement
9990561,"The receptor(s) are: N/A. The subtype(s) are: antipsychotic agents, specifically clozapine. The binding mode is therapeutic use. Therefore the mechanism of action is: clozapine restoring water balance in schizophrenic patients with polydipsia-hyponatremia syndrome.",Replacement
11354586,There are no drugs or chemical reactions evaluated in this study.,Replacement
18828933,"The mechanism of action and receptor subtype(s) are not provided in the article. The study compared the efficacy of olanzapine, a second-generation antipsychotic, with first-generation antipsychotics (FGAs) in improving health-related quality of life in patients with residual symptoms of schizophrenia.",Replacement
15288710,The mechanism of action is: long-term estrogen therapy. The receptor subtype is: estrogen. The target of the chemical reaction is: the dopaminergic system.,Replacement
7713856,"The mechanism of action of biperiden and amantadine is anticholinergic and dopaminergic, respectively. The receptor subtype is not specified in the article.",Replacement
9492961,"There are no drugs being evaluated in this article, therefore there are no mechanisms of action or receptor subtypes mentioned.",Replacement
23018547,"The drug being evaluated is aripiprazole, which is a second-generation antipsychotic. The mechanism of action is through antagonism of dopamine and serotonin receptors in the brain. The specific receptor subtypes are dopamine D2 and D3, and serotonin 5-HT1A and 5-HT2A.",Replacement
31549622,"There are no drugs being evaluated in this study, as it is focused on comparing the effectiveness of a bespoke smoking cessation service with usual stop smoking services for people with severe mental ill health.",Replacement
25012994,There are no drugs being evaluated in this article. The article discusses the predictors of variability in the nicotine metabolite ratio in smokers.,Replacement
7041516,The article does not mention the mechanism of action or receptor subtype targeted by cis(Z)-clopenthixol or clopenthixol. The drugs are neuroleptics used for the treatment of chronic schizophrenia.,Replacement
33608711,"The mechanism of action and receptor subtype are not specified in this article. However, it is noted that simvastatin has anti-inflammatory and neuroprotective effects.",Antimetabolite
41455,The mechanism of action(s) and the receptor subtype(s) are not specified in this article.,Antimetabolite
1321449,"There is no specific drug mentioned in the article, so there is no mechanism of action or receptor subtype being evaluated. The article discusses the role of essential fatty acids and their eicosanoid derivatives in schizophrenia and proposes that new approaches based on the EFA/PG (prostaglandin) concept should be evaluated for their therapeutic potential.",Antimetabolite
22318691,"There is no drug being evaluated in this article, so there is no mechanism of action or receptor subtype mentioned.",Antimetabolite
20417059,"The article is not discussing drugs being evaluated, but rather investigating the arachidonic acid pathway in schizophrenia in relation to the blunted flush response to niacin.",Antimetabolite
24485587,The receptor(s) are: N/A. The subtype(s) are: N/A. The binding mode is: antimetabolite. Therefore the mechanism of action is: N/A.,Antimetabolite
25017614,"The drug being evaluated is lovastatin, which is a statin. The article mentions that statins target many pathways to neuroprogression in schizophrenia, but it does not specify a receptor subtype or mechanism of action for lovastatin in the context of treating schizophrenia.",Antimetabolite
28701225,The receptor(s) are: glycine modulatory site. The subtype(s) are: N-Methyl-D-aspartate (NMDA) receptor. The binding mode is: stimulant. Therefore the mechanism of action is: promoting NMDA-type glutamate receptor function by stimulating the glycine modulatory site in the receptor.,Antimetabolite
23325325,The mechanism of action of davunetide is not mentioned in the article and there are no drugs being evaluated with any specific receptor subtype.,Antimetabolite
27941358,"The mechanism of action and target of the chemical reaction are not specified in this article. However, the drug being evaluated is simvastatin, which is a hydroxymethylglutaryl-coenzyme A (HMG-CoA) reductase inhibitor, commonly used to lower cholesterol levels in patients with hyperlipidemia.",Antimetabolite
25934131,"The drug being evaluated is not a receptor agonist/antagonist or antimetabolite, but rather a dietary supplement: omega-3 polyunsaturated fatty acids (PUFA).",Antimetabolite
19195842,The mechanism of action or target of the chemical reaction and receptor subtype is not mentioned in this article.,Antimetabolite
30921099,"The article is not discussing a drug with a specific mechanism of action or receptor subtype targeting. The study is exploring the potential cognitive benefits of supplementation with red yeast rice, which has antioxidant and anti-inflammatory effects.",Antimetabolite
6399250,"There is no information provided about a specific drug, mechanism of action, or receptor subtype in this article.",Antimetabolite
26306650,The receptor(s) are: glycine transporter (GlyT-1). The subtype(s) are: N/A. The binding mode is: inhibitor. Therefore the mechanism of action is: glycine transporter (GlyT-1) inhibitor.,Antimetabolite
25563714,The mechanism of action of methotrexate is anti-inflammatory and immunosuppressive. There is no information provided about the receptor subtype(s) it is being evaluated with.,Antimetabolite
21475970,The drug(s) being evaluated in the study are bupropion and placebo. The article does not provide information on the specific mechanism of action or receptor subtype targeted by bupropion.,Antimetabolite
23318559,There is no drug mentioned in the article. The study investigated the effects of perinatal choline supplementation on the development of cerebral inhibition in human infants. The mechanism of action is not a chemical reaction but rather activation of fetal α7-nicotinic acetylcholine receptors.,Antimetabolite
22483162,"The mechanism of action evaluated in this study is: increasing adenosine levels. The receptor subtype(s) involved in this action are not mentioned in the article. The drug being evaluated is allopurinol, which is an enzyme inhibitor.",Antimetabolite
19864122,There are no drugs being evaluated in this article. The article discusses the test-retest stability of the niacin test and electrodermal activity in schizophrenia patients.,Antimetabolite
23782463,The receptor(s) are: serotonin (5-HT3). The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action of ondansetron is: serotonin (5-HT3) receptor antagonist. The mechanism of action of simvastatin is: cholesterol-lowering agent and anti-inflammatory agent.,Antimetabolite
7040274,The article does not provide information on the mechanism of action or receptor subtype targeted by nicotinic acid and pyridoxine.,Antimetabolite
8942463,The receptor(s) are: N-methyl-D-aspartate (NMDA). The subtype(s) are: N/A. The binding mode is: antimetabolite. The mechanism of action is: N-methyl-D-aspartate (NMDA) receptor.,Antimetabolite
28338977,The receptor(s) are: N-methyl-D-aspartate (NMDAR). The subtype(s) are: N/A. The binding mode is: agonist. Therefore the mechanism of action is: N-methyl-D-aspartate (NMDAR) receptor activation.,Antimetabolite
16600583,There is no drug being evaluated in this study. The article is investigating the niacin skin-flush response and electrodermal activity in patients with schizophrenia and healthy controls.,Antimetabolite
20080396,There are no drugs being evaluated in this article. The study is investigating dopamine sensitivity to stress in individuals at higher than average genetic risk for schizophrenia.,Antimetabolite
18094668,"There is no drug being evaluated in this study, thus there is no mechanism of action or receptor subtype mentioned. The study is using proton magnetic resonance spectroscopy to measure brain metabolites in minimally treated schizophrenia patients before and after treatment with haloperidol or quetiapine.",Antimetabolite
14967189,"The drug being evaluated is nicotine, which acts as a ganglionic stimulant. There is no specific receptor subtype being evaluated, as the study is focused on the effectiveness of nicotine patch therapy for smoking cessation in patients with schizophrenia.",Antimetabolite
15694232,The receptor(s) are: adenosine. The subtype(s) are: N/A. The binding mode is: enzyme inhibitor (xantine oxidase). The mechanism of action is: enhancing adenosinergic activity.,Antimetabolite
33257661,The receptor(s) and subtypes(s) are not specified in the article. The binding mode is: immunosuppression. Therefore the mechanism of action is: resetting systemic regulatory T-cell control of immune signalling.,Antimetabolite
18799288,The receptor(s) are: N/A. The subtype(s) are: N/A. The binding mode is: antimetabolite. The mechanism of action is: N/A as the article does not specify a specific receptor or target for D-cycloserine.,Antimetabolite
16160711,"The drug being evaluated is nicotine, which is a nicotinic acetylcholine receptor agonist. The receptor subtype(s) are nicotinic acetylcholine receptors. The mechanism of action is agonism of nicotinic acetylcholine receptors.",Antimetabolite
17419010,"There are no drugs being evaluated in this article, therefore there is no mechanism of action or receptor subtype to identify.",Antimetabolite
15554580,The article does not mention any drugs being evaluated or their mechanism of action.,Antimetabolite
17898352,The receptor(s) are: N-methyl-D-aspartic acid (NMDA). The subtype(s) are: glycine site of the NMDA glutamatergic receptor. The binding mode is: agonist. Therefore the mechanism of action is: agonist for glycine site of the NMDA receptor.,Antimetabolite
1449383,"The article does not mention any specific drug, mechanism of action, or receptor subtype being evaluated.",Antimetabolite
25261882,The mechanism of action is: anticholesteremic agents. The receptor(s) and subtype(s) are not specified in the article.,Antimetabolite
11870017,The receptor(s) are: N/A. The subtype(s) are: N/A. The binding mode is: antimetabolite. The mechanism of action is: N/A.,Antimetabolite
8879463,There is no mention of drugs or mechanisms of action in this article.,Antimetabolite
8317948,There is no drug being evaluated in this article. The study involves the use of a novel paradigm involving infusion of the glucose analog 2-deoxyglucose to examine the effects of metabolic perturbation on plasma homovanillic acid (HVA) in individuals with schizophrenia and healthy controls.,Antimetabolite
15380405,This article does not discuss any drugs or mechanisms of action. It focuses on investigating potential factors that influence niacin sensitivity in healthy subjects and its implications for the use of niacin as a biochemical marker in schizophrenia.,Antimetabolite
9582997,There is no drug being evaluated in this article.,Antimetabolite
9821558,The article does not mention any drugs or mechanisms of action or receptor subtypes being evaluated.,Antimetabolite
11969317,"There is no mention of drugs or receptors in this article. The focus is on a fully automated method for tissue segmentation and CSF-correction of proton MRSI metabolites, and the use of this method to investigate discrete hippocampal metabolite abnormalities in patients with schizophrenia.",Antimetabolite
25681529,The mechanism of action is alpha 7 nicotinic acetylcholine receptor (α7 nAChR) agonists. The receptor subtype(s) are: α7 nicotinic acetylcholine receptors. The binding mode is: agonist.,Antimetabolite
9408913,There is no drug being evaluated in this article. It is a study assessing the reproducibility of proton magnetic resonance spectroscopic imaging (1H-MRSI) in patients with schizophrenia.,Antimetabolite
8889288,The mechanism of action is: N-methyl-D-aspartate (NMDA) receptor agonist. The receptor subtype(s) are: N-methyl-D-aspartate (NMDA) subclass of glutamate receptor complex.,Antimetabolite
1773245,"The drug being evaluated is methylfolate, which is a form of folate. It does not have a specific receptor subtype or mechanism of action mentioned in the article.",Antimetabolite
30721993,"There is no drug being evaluated in this article. The article discusses the prevalence and clinical presentation of pellagra, a disease caused by niacin deficiency, in patients with alcohol dependence syndrome.",Antimetabolite
1974941,"The drug being evaluated is methylfolate. There is no mention of a specific receptor subtype or mechanism of action given in the article. However, it is suggested that disturbances in methylation in the nervous system may play a role in the biology of some forms of mental illness, and that methylfolate may help improve clinical and social recovery in patients with acute psychiatric disorders.",Antimetabolite
23706623,There is no mention of drugs or mechanisms of action/receptor subtypes in this article.,Antimetabolite
8888117,There are no drugs being evaluated in this article. The study is examining the niacin flush test and its relationship to essential fatty acid metabolism in schizophrenic patients.,Antimetabolite
2565585,"The drug(s) being evaluated are essential fatty acids (EFAs). There is no specific receptor subtype or chemical reaction targeted in this study, as EFAs are substances that are important for normal brain function and are obtained through diet.",Antimetabolite
15708298,"The receptor(s) and subtype(s) are not specified in this article. The drug in question is D-cycloserine and its mechanism of action is not directly mentioned, but it is suggested to enhance temporal lobe function and improve negative symptoms in schizophrenia patients when added to conventional neuroleptic treatment.",Antimetabolite
2480613,The article does not specify a mechanism of action or receptor subtype for the drug sulpiride.,Antimetabolite
9396015,The receptor(s) and subtype(s) are not mentioned in this article. The mechanism of action of azathioprine is as an immunosuppressive agent.,Antimetabolite
10704956,"The drug(s) being evaluated are glycine and D-cycloserine. The receptor(s) are the GLY-A receptor and the GLY-B receptor, which are coagonist sites associated with N-Methyl-D-Aspartate (NMDA) glutamate receptors. The binding mode for glycine is agonist, and the binding mode for D-cycloserine is antimetabolite. The mechanism of action is modulation of neurotransmission via actions at the GLY-A and GLY-B receptors.",Antimetabolite
10432468,"The receptor(s) are: N-methyl-D-aspartate (NMDA). The subtype(s) are: glycine recognition site. The binding mode is: competitive antagonist. Therefore, the mechanism of action is: NMDA receptor competitive antagonist at glycine recognition site.",Antimetabolite
9088881,"The drug being evaluated is ketamine, and its mechanism of action is primarily blocking the N-methyl-D-aspartate (NMDA) receptor complex. The receptor subtype(s) are NMDA receptors. The binding mode is N/A.",Antimetabolite
10878501,There is no drug being evaluated in this article. It discusses the measurement of hippocampus-mediated glucocorticoid feedback in humans using an infusion of cortisol or saline.,Antimetabolite
16189748,"The article is not discussing the mechanism of action or receptor subtype of a drug, but rather investigating the effect of risperidone on metabolite measures in specific regions of the brain in schizophrenic patients.",Antimetabolite
2551397,"There are no specific drugs being evaluated in this article, so there is no mechanism of action or receptor subtype mentioned.",Antimetabolite
146524,"The receptor(s) are: cholinergic receptors. The subtype(s) are: unspecified. The mechanism of action for physostigmine is to inhibit acetylcholinesterase, leading to increased acetylcholine levels and central cholinergic activity. Choline chloride is a precursor to acetylcholine and may increase brain acetylcholine levels and cholinergic activity when administered as a supplement.",Antimetabolite
15246460,There is no drug evaluation in this article. The study is looking at the effects of acute metabolic stress on the dopaminergic and pituitary-adrenal axis activity in patients with schizotypal personality disorder.,Antimetabolite
15506622,"There are no drugs mentioned in the article, so there is no mechanism of action or receptor subtype being evaluated. The article is discussing a method for the determination of phenyl acetic acid in human blood to assess the modulatory role of the endogenous substance in affective disorders and attention deficit hyperactivity syndrome.",Antimetabolite
7961576,The article does not mention the mechanism of action or receptor subtype that clozapine is targeting.,Antimetabolite
